"","Comp 1","Comp 2","Comp 3","Comp 4"
"996",0.0449598318532986,0.121182101480223,0.0436392445852001,-0.0347467268134896
"998",0.0549183972550887,0.115972527527865,0.0221726594511303,-0.0260662799064511
"1000",0.0653753950433273,0.109426987565263,0.000450401903462072,-0.0166353485101074
"1002",0.0764566381383704,0.0998178636009607,-0.0262198305736473,-0.00554833707253996
"1004",0.0874167338234484,0.0880249387873449,-0.0524936830187664,0.00522915450767645
"1006",0.0977648699213359,0.0729615509575307,-0.0798952140372769,0.0189121207140834
"1008",0.106608607023555,0.0558665755090835,-0.103569813921068,0.0318107848420385
"1010",0.112834261947718,0.0368252494937538,-0.124178192241214,0.0449259036026549
"1012",0.116321530116055,0.0178629531134392,-0.137800369009801,0.052700591463043
"1014",0.117204962251427,0.000645071961820149,-0.144196483963085,0.0585174554884386
"1016",0.116092757172804,-0.0142528137833155,-0.145051699706436,0.0615518581318912
"1018",0.11385694223634,-0.0262735215153367,-0.141165810016631,0.062736037067951
"1020",0.111279335390157,-0.0354611316126307,-0.132683746219663,0.063109064989565
"1022",0.108582409149967,-0.0426236207325661,-0.123180750864509,0.0599332175109354
"1024",0.106057740768716,-0.0479375058729874,-0.112512068786992,0.0559993116509598
"1026",0.103821850360222,-0.0517883264387726,-0.101495981641449,0.0518723768116469
"1028",0.102001597937535,-0.0543721124671469,-0.0899486131530652,0.0465844499353015
"1030",0.10066579954019,-0.0558449441456425,-0.0783809023119068,0.0419476239219352
"1032",0.099525955746995,-0.0566868793900471,-0.0663443995902756,0.0376834678815289
"1034",0.0988871341298182,-0.0567502820744219,-0.0549362508631208,0.0333592919606116
"1036",0.0985301914228023,-0.0563363029415294,-0.0437675334587547,0.0280387740788761
"1038",0.0983985450085018,-0.0555059613989135,-0.0325898951597761,0.021916268520206
"1040",0.0983199995789409,-0.0543977442119159,-0.0207845620791223,0.0159666823968518
"1042",0.0986249186476222,-0.0529044069397803,-0.0103749491357859,0.0103411020681564
"1044",0.0990786135490111,-0.0512833885167993,-0.00106513644263425,0.00569236439059138
"1046",0.0994589799636023,-0.0495853810416183,0.00869490411929716,0.00104534386317039
"1048",0.0998096908329838,-0.0480658339797681,0.0167063010574871,-0.00369040727996796
"1050",0.10004284487248,-0.0466369926982613,0.0244656689157632,-0.00798326776705387
"1052",0.100179658910298,-0.0453624623703289,0.0314314828339731,-0.012238445545914
"1054",0.100257722077581,-0.0441604654805133,0.0379749018118333,-0.0157974028867928
"1056",0.100199584428299,-0.0433009543707643,0.0428573129248539,-0.0196787032650204
"1058",0.0999533181271933,-0.0427591118353183,0.0467874840225864,-0.023249820042342
"1060",0.0995494860652561,-0.0425980584155762,0.0492008161820449,-0.0269285553645229
"1062",0.0989272192676133,-0.0427676529219468,0.0509751165515977,-0.0293885386430629
"1064",0.0981280378428835,-0.0433140649617056,0.0514645618877764,-0.031878958948058
"1066",0.0971409277801033,-0.0441284743041633,0.0513445905858106,-0.0348454574974971
"1068",0.0959124890844219,-0.0453563316233901,0.0500431458114766,-0.0379550618571666
"1070",0.0944284821774876,-0.0470578239771948,0.0472613163512135,-0.0417358047188951
"1072",0.0927378657147397,-0.0491323129179524,0.043315728028315,-0.046767913483835
"1074",0.0908359158069343,-0.0515167018165978,0.0385356390547473,-0.051873125003756
"1076",0.088624810755232,-0.0542418527741314,0.0332108509169318,-0.056026548317837
"1078",0.0862617496477034,-0.0572174169245419,0.0268884885821228,-0.0603949215161447
"1080",0.0837577732752418,-0.0606218366143527,0.0182050920767536,-0.0651843730518863
"1082",0.0809645619674516,-0.0642545694151956,0.00927942627397688,-0.0691113969587822
"1084",0.0778409470063909,-0.0681623695194235,-0.000138628935809946,-0.0730034677662989
"1086",0.0748687002685165,-0.0720598787069899,-0.0110447506780306,-0.07636449981734
"1088",0.0716277967424718,-0.0761769733177304,-0.0224055632759664,-0.0796671713814441
"1090",0.0680267917213407,-0.080480013802429,-0.03399462839717,-0.0829732681499172
"1092",0.0644637712120811,-0.0845779902049743,-0.0456480886947578,-0.0850659666993408
"1094",0.0612610343460474,-0.0883911580296729,-0.0583638021479716,-0.08686510194492
"1096",0.0586077376724768,-0.0921374346364353,-0.0746388534928085,-0.0900107553661985
"1098",0.0565733054718837,-0.0960815256657136,-0.0972720393943503,-0.0983659031882782
